Temperature,Z,E
10.0,2.4464161973491842e-76,0.15009110493646122
10.049502475123756,5.769480633975491e-76,0.15009218206773048
10.099004950247512,1.3492515842514942e-75,0.15009327168210465
10.14850742537127,3.129337651131178e-75,0.15009437376066356
10.198009900495025,7.198923860323903e-75,0.15009548828348712
10.247512375618781,1.6428192478552244e-74,0.1500966152296898
10.297014850742537,3.7193703573616905e-74,0.150097754577456
10.346517325866293,8.355182444756776e-74,0.1500989063040731
10.39601980099005,1.8625065375313924e-73,0.15010007038596598
10.445522276113806,4.1204305416408434e-73,0.15010124679872863
10.495024751237562,9.047674809846914e-73,0.15010243551715693
10.544527226361318,1.972090108727936e-72,0.1501036365152797
10.594029701485074,4.2673361101658634e-72,0.15010484976638938
10.643532176608831,9.167931749515641e-72,0.1501060752430721
10.693034651732587,1.9557511818368866e-71,0.15010731291723658
10.742537126856343,4.143105824357434e-71,0.15010856276014356
10.792039601980099,8.716664946772977e-71,0.1501098247424328
10.841542077103854,1.821493078423747e-70,0.15011109883415122
10.891044552227612,3.7809222234183685e-70,0.1501123850047788
10.940547027351368,7.796514305246224e-70,0.15011368322325455
10.990049502475124,1.5972558789275756e-69,0.1501149934580026
11.03955197759888,3.2513060686364065e-69,0.1501163156769556
11.089054452722635,6.576395805435555e-69,0.1501176498475794
11.138556927846393,1.3219087674382607e-68,0.15011899593689595
11.188059402970149,2.6407941139778144e-68,0.15012035391150635
11.237561878093905,5.2435155407698965e-68,0.15012172373761234
11.28706435321766,1.0349046650363018e-67,0.15012310538103793
11.336566828341418,2.0304958374416875e-67,0.15012449880725
11.386069303465174,3.960604221515498e-67,0.15012590398137865
11.43557177858893,7.680887424961067e-67,0.15012732086823632
11.485074253712686,1.4811001409801707e-66,0.15012874943233678
11.534576728836441,2.8399612668938103e-66,0.15013018963791377
11.584079203960197,5.415352560900495e-66,0.1501316414489382
11.633581679083955,1.0269710533254256e-65,0.1501331048291359
11.68308415420771,1.9370334256610083e-65,0.1501345797420033
11.732586629331466,3.634069770359767e-65,0.15013606615082453
11.782089104455222,6.781970984279906e-65,0.15013756401868592
11.83159157957898,1.259081696112767e-64,0.1501390733084913
11.881094054702736,2.325495623783529e-64,0.1501405939829769
11.930596529826492,4.273351552932917e-64,0.15014212600472457
11.980099004950247,7.813409439673947e-64,0.15014366933617518
12.029601480074003,1.4215375755500508e-63,0.15014522393964203
12.079103955197759,2.5736435592385705e-63,0.15014678977732285
12.128606430321517,4.636996917142605e-63,0.15014836681131188
12.178108905445272,8.314750211046902e-63,0.15014995500361122
12.227611380569028,1.4839211299990022e-62,0.15015155431614208
12.277113855692784,2.6360063860376497e-62,0.15015316471075496
12.326616330816542,4.661015423768583e-62,0.15015478614924022
12.376118805940298,8.204216077657259e-62,0.15015641859333764
12.425621281064053,1.4376055809427443e-61,0.15015806200474563
12.47512375618781,2.5079090749224593e-61,0.15015971634513034
12.524626231311565,4.3558819311369e-61,0.15016138157613396
12.57412870643532,7.532778990794472e-61,0.15016305765938298
12.623631181559078,1.297093699538637e-60,0.15016474455649617
12.673133656682834,2.2240590297152335e-60,0.15016644222909156
12.72263613180659,3.797533410378532e-60,0.15016815063879377
12.772138606930348,6.457410489895934e-60,0.15016986974724095
12.821641082054104,1.0935471712829904e-59,0.15017159951609058
12.87114355717786,1.8444186292621604e-59,0.1501733399070261
12.920646032301615,3.09845028883739e-59,0.1501750908817627
12.970148507425371,5.184567262556299e-59,0.15017685240205222
13.019650982549127,8.641378587510596e-59,0.15017862442968882
13.069153457672883,1.4347471954855514e-58,0.15018040692651394
13.11865593279664,2.3730591979484014e-58,0.15018219985442052
13.168158407920396,3.9102210779043714e-58,0.15018400317535788
13.217660883044152,6.419068964975642e-58,0.1501858168513351
13.26716335816791,1.0498782074763408e-57,0.15018764084442607
13.316665833291665,1.710881151286944e-57,0.15018947511677155
13.366168308415421,2.778001203326726e-57,0.15019131963058413
13.415670783539177,4.4946310756109073e-57,0.15019317434814997
13.465173258662933,7.246391832477557e-57,0.15019503923183336
13.514675733786689,1.164213363447886e-56,0.15019691424407797
13.564178208910445,1.8639873556544721e-56,0.15019879934741034
13.613680684034202,2.9741942607923e-56,0.15020069450444198
13.663183159157958,4.729637131742484e-56,0.1502025996778716
13.712685634281714,7.496082114892977e-56,0.15020451483048708
13.762188109405471,1.1841440676031398e-55,0.15020643992516747
13.811690584529227,1.8644635363393682e-55,0.15020837492488445
13.861193059652983,2.9261569322708707e-55,0.1502103197927042
13.910695534776739,4.5777356814213544e-55,0.15021227449178867
13.960198009900495,7.138845579905555e-55,0.1502142389853966
14.00970048502425,1.1097982269889034e-54,0.15021621323688505
14.059202960148006,1.71993966210892e-54,0.15021819720971008
14.108705435271764,2.657355896003811e-54,0.15022019086742777
14.15820791039552,4.093243136964942e-54,0.15022219417369517
14.207710385519277,6.286088010243374e-54,0.15022420709227072
14.257212860643033,9.625029357149461e-54,0.15022622958701456
14.306715335766789,1.4694193901873886e-53,0.15022826162188965
14.356217810890545,2.2367878252385746e-53,0.15023030316096164
14.4057202860143,3.395096904676633e-53,0.15023235416839917
14.455222761138057,5.138552304050298e-53,0.15023441460847436
14.504725236261812,7.755383828306791e-53,0.1502364844455625
14.554227711385568,1.1672186922002057e-52,0.15023856364414223
14.603730186509326,1.75186217850835e-52,0.15024065216879598
14.653232661633082,2.622156339209022e-52,0.15024274998420914
14.70273513675684,3.91417449049704e-52,0.15024485705517043
14.752237611880595,5.82715525606052e-52,0.15024697334657136
14.801740087004351,8.652059475663525e-52,0.1502490988234061
