x,y,density,2,3,4,5,6,7,8,9,10
-4.156272,3.700743,0.00070499,0.00287188,-0.00178565,0.00777401,-0.00727415,0.01593907,0.00269963,-0.01969067,0.02573276,0.01099741
-4.156272,4.156272,0.00024294,0.00111146,-0.00061533,0.00342388,-0.00281519,0.00813644,0.00093028,-0.00867228,0.01564736,0.00425615
-4.156272,4.63156,7.021e-05,0.00035794,-0.00017783,0.00124074,-0.00090662,0.00335985,0.00026885,-0.00314265,0.00749023,0.00137067
-4.156272,5.133596,1.641e-05,9.271e-05,-4.156e-05,0.00035886,-0.00023483,0.00109509,6.283e-05,-0.00090895,0.00278336,0.00035503
-4.156272,5.673962,2.92e-06,1.824e-05,-7.4e-06,7.85e-05,-4.62e-05,0.00026816,1.118e-05,-0.00019882,0.00076945,6.985e-05
-4.156272,6.275079,3.5e-07,2.45e-06,-9e-07,1.169e-05,-6.19e-06,4.464e-05,1.36e-06,-2.962e-05,0.00014404,9.36e-06
-4.156272,6.99568,2e-08,1.7e-07,-6e-08,9.1e-07,-4.3e-07,3.92e-06,8e-08,-2.31e-06,1.432e-05,6.5e-07
-3.700743,-6.99568,4e-08,-3.3e-07,-8e-08,1.78e-06,6.4e-07,-7.65e-06,8e-08,-3.41e-06,2.791e-05,-6.3e-07
-3.700743,-6.275079,6.9e-07,-4.77e-06,-1.32e-06,2.28e-05,9.13e-06,-8.702e-05,1.3e-06,-4.367e-05,0.0002808,-9e-06
-3.700743,-5.673962,5.69e-06,-3.556e-05,-1.091e-05,0.00015302,6.812e-05,-0.00052276,1.075e-05,-0.00029315,0.00149999,-6.714e-05
-3.700743,-5.133596,3.198e-05,-0.00018074,-6.127e-05,0.00069957,0.00034625,-0.00213481,6.039e-05,-0.0013402,0.00542595,-0.00034124
-3.700743,-4.63156,0.00013687,-0.00069778,-0.0002622,0.00241873,0.00133677,-0.00654979,0.00025841,-0.00463369,0.01460166,-0.00131744
-3.700743,-4.156272,0.00047359,-0.00216671,-0.00090728,0.0066746,0.00415087,-0.01586141,0.00089416,-0.01278689,0.0305034,-0.00409086
-3.700743,-3.700743,0.00137432,-0.00559853,-0.00263286,0.01515488,0.01072541,-0.03107208,0.00259479,-0.02903301,0.05016418,-0.01057033
-3.700743,-3.260321,0.00342672,-0.01229804,-0.00656476,0.02878581,0.02356002,-0.04960379,0.00646984,-0.05514652,0.06408139,-0.02321938
-3.700743,-2.831681,0.00746682,-0.02327431,-0.0143046,0.04601844,0.04458786,-0.06381221,0.01409777,-0.08816,0.05959914,-0.04394318
-3.700743,-2.412318,0.01439448,-0.03822321,-0.02757628,0.06159163,0.07322625,-0.06321702,0.02717756,-0.11799439,0.03059356,-0.07216751
-3.700743,-2.000259,0.02477447,-0.05454905,-0.04746179,0.06741061,0.10450256,-0.04115489,0.04677556,-0.12914214,-0.01307136,-0.1029916
-3.700743,-1.593886,0.03832657,-0.06724405,-0.07342427,0.05632336,0.12882304,-0.0021489,0.07236267,-0.10790169,-0.04689234,-0.12696045
-3.700743,-1.191827,0.05356191,-0.07026936,-0.10261144,0.02731299,0.13461879,0.03668669,0.10112783,-0.05232497,-0.04771888,-0.1326724
-3.700743,-0.792877,0.06786365,-0.05922972,-0.13001004,-0.0114335,0.11346956,0.05412217,0.12813028,0.02190376,-0.01371656,-0.11182896
-3.700743,-0.395943,0.07814467,-0.03405873,-0.14970596,-0.04476018,0.06524814,0.039072,0.14754143,0.08574948,0.03024885,-0.06430475
-3.700743,0.0,0.08189426,0.0,-0.15688925,-0.05790799,0.0,0.0,0.15462086,0.11093745,0.05014978,-0.0
-3.700743,0.395943,0.07814467,0.03405873,-0.14970596,-0.04476018,-0.06524814,-0.039072,0.14754143,0.08574948,0.03024885,0.06430475
-3.700743,0.792877,0.06786365,0.05922972,-0.13001004,-0.0114335,-0.11346956,-0.05412217,0.12813028,0.02190376,-0.01371656,0.11182896
-3.700743,1.191827,0.05356191,0.07026936,-0.10261144,0.02731299,-0.13461879,-0.03668669,0.10112783,-0.05232497,-0.04771888,0.1326724
-3.700743,1.593886,0.03832657,0.06724405,-0.07342427,0.05632336,-0.12882304,0.0021489,0.07236267,-0.10790169,-0.04689234,0.12696045
-3.700743,2.000259,0.02477447,0.05454905,-0.04746179,0.06741061,-0.10450256,0.04115489,0.04677556,-0.12914214,-0.01307136,0.1029916
-3.700743,2.412318,0.01439448,0.03822321,-0.02757628,0.06159163,-0.07322625,0.06321702,0.02717756,-0.11799439,0.03059356,0.07216751
-3.700743,2.831681,0.00746682,0.02327431,-0.0143046,0.04601844,-0.04458786,0.06381221,0.01409777,-0.08816,0.05959914,0.04394318
-3.700743,3.260321,0.00342672,0.01229804,-0.00656476,0.02878581,-0.02356002,0.04960379,0.00646984,-0.05514652,0.06408139,0.02321938
-3.700743,3.700743,0.00137432,0.00559853,-0.00263286,0.01515488,-0.01072541,0.03107208,0.00259479,-0.02903301,0.05016418,0.01057033
-3.700743,4.156272,0.00047359,0.00216671,-0.00090728,0.0066746,-0.00415087,0.01586141,0.00089416,-0.01278689,0.0305034,0.00409086
-3.700743,4.63156,0.00013687,0.00069778,-0.0002622,0.00241873,-0.00133677,0.00654979,0.00025841,-0.00463369,0.01460166,0.00131744
-3.700743,5.133596,3.198e-05,0.00018074,-6.127e-05,0.00069957,-0.00034625,0.00213481,6.039e-05,-0.0013402,0.00542595,0.00034124
-3.700743,5.673962,5.69e-06,3.556e-05,-1.091e-05,0.00015302,-6.812e-05,0.00052276,1.075e-05,-0.00029315,0.00149999,6.714e-05
-3.700743,6.275079,6.9e-07,4.77e-06,-1.32e-06,2.28e-05,-9.13e-06,8.702e-05,1.3e-06,-4.367e-05,0.0002808,9e-06
-3.700743,6.99568,4e-08,3.3e-07,-8e-08,1.78e-06,-6.4e-07,7.65e-06,8e-08,-3.41e-06,2.791e-05,6.3e-07
-3.260321,-6.99568,7e-08,-5.3e-07,-9e-08,2.84e-06,7e-07,-1.22e-05,4e-08,-3.75e-06,4.455e-05,-2.8e-07
-3.260321,-6.275079,1.1e-06,-7.61e-06,-1.45e-06,3.638e-05,1.004e-05,-0.00013889,5.8e-07,-4.799e-05,0.00044815,-3.98e-06
-3.260321,-5.673962,9.09e-06,-5.675e-05,-1.199e-05,0.00024421,7.486e-05,-0.00083429,4.75e-06,-0.00032214,0.0023939,-2.97e-05
-3.260321,-5.133596,5.104e-05,-0.00028844,-6.733e-05,0.00111647,0.00038048,-0.00340704,2.671e-05,-0.00147273,0.00865953,-0.00015093
-3.260321,-4.63156,0.00021843,-0.00111362,-0.00028813,0.00386016,0.00146896,-0.01045311,0.00011429,-0.0050919,0.02330347,-0.0005827
-3.260321,-4.156272,0.00075582,-0.00345795,-0.00099699,0.0106523,0.00456134,-0.02531397,0.00039549,-0.01405133,0.0486818,-0.00180938
-3.260321,-3.700743,0.00219334,-0.00893496,-0.00289321,0.02418638,0.01178599,-0.04958939,0.00114768,-0.03190396,0.08005935,-0.00467525
-3.260321,-3.260321,0.00546887,-0.01962702,-0.00721392,0.04594061,0.02588976,-0.07916501,0.00286161,-0.06059971,0.10227048,-0.01026992
-3.260321,-2.831681,0.01191665,-0.03714457,-0.01571911,0.07344298,0.04899695,-0.10184088,0.00623544,-0.09687774,0.09511705,-0.01943604
-3.260321,-2.412318,0.02297282,-0.0610022,-0.03030317,0.09829696,0.08046727,-0.100891,0.01202062,-0.12966232,0.04882569,-0.03191964
-3.260321,-2.000259,0.03953874,-0.08705738,-0.05215507,0.10758375,0.11483634,-0.06568102,0.0206888,-0.14191242,-0.02086119,-0.04555312
-3.260321,-1.593886,0.06116716,-0.10731792,-0.08068487,0.08988908,0.14156177,-0.00342953,0.03200596,-0.1185716,-0.07483768,-0.05615452
-3.260321,-1.191827,0.08548196,-0.11214615,-0.11275822,0.04359008,0.14793063,0.05855,0.04472877,-0.05749915,-0.07615679,-0.05868091
-3.260321,-0.792877,0.10830677,-0.09452748,-0.14286614,-0.01824725,0.12469005,0.0863761,0.05667194,0.02406973,-0.0218909,-0.04946187
-3.260321,-0.395943,0.12471474,-0.05435592,-0.1645097,-0.07143486,0.07170024,0.06235683,0.06525748,0.09422886,0.04827555,-0.02844195
-3.260321,0.0,0.13069889,-0.0,-0.17240332,-0.09241807,0.0,0.0,0.0683887,0.12190755,0.08003638,-0.0
-3.260321,0.395943,0.12471474,0.05435592,-0.1645097,-0.07143486,-0.07170024,-0.06235683,0.06525748,0.09422886,0.04827555,0.02844195
-3.260321,0.792877,0.10830677,0.09452748,-0.14286614,-0.01824725,-0.12469005,-0.0863761,0.05667194,0.02406973,-0.0218909,0.04946187
-3.260321,1.191827,0.08548196,0.11214615,-0.11275822,0.04359008,-0.14793063,-0.05855,0.04472877,-0.05749915,-0.07615679,0.05868091
-3.260321,1.593886,0.06116716,0.10731792,-0.08068487,0.08988908,-0.14156177,0.00342953,0.03200596,-0.1185716,-0.07483768,0.05615452
-3.260321,2.000259,0.03953874,0.08705738,-0.05215507,0.10758375,-0.11483634,0.06568102,0.0206888,-0.14191242,-0.02086119,0.04555312
-3.260321,2.412318,0.02297282,0.0610022,-0.03030317,0.09829696,-0.08046727,0.100891,0.01202062,-0.12966232,0.04882569,0.03191964
-3.260321,2.831681,0.01191665,0.03714457,-0.01571911,0.07344298,-0.04899695,0.10184088,0.00623544,-0.09687774,0.09511705,0.01943604
-3.260321,3.260321,0.00546887,0.01962702,-0.00721392,0.04594061,-0.02588976,0.07916501,0.00286161,-0.06059971,0.10227048,0.01026992
-3.260321,3.700743,0.00219334,0.00893496,-0.00289321,0.02418638,-0.01178599,0.04958939,0.00114768,-0.03190396,0.08005935,0.00467525
-3.260321,4.156272,0.00075582,0.00345795,-0.00099699,0.0106523,-0.00456134,0.02531397,0.00039549,-0.01405133,0.0486818,0.00180938
-3.260321,4.63156,0.00021843,0.00111362,-0.00028813,0.00386016,-0.00146896,0.01045311,0.00011429,-0.0050919,0.02330347,0.0005827
-3.260321,5.133596,5.104e-05,0.00028844,-6.733e-05,0.00111647,-0.00038048,0.00340704,2.671e-05,-0.00147273,0.00865953,0.00015093
-3.260321,5.673962,9.09e-06,5.675e-05,-1.199e-05,0.00024421,-7.486e-05,0.00083429,4.75e-06,-0.00032214,0.0023939,2.97e-05
-3.260321,6.275079,1.1e-06,7.61e-06,-1.45e-06,3.638e-05,-1.004e-05,0.00013889,5.8e-07,-4.799e-05,0.00044815,3.98e-06
-3.260321,6.99568,7e-08,5.3e-07,-9e-08,2.84e-06,-7e-07,1.22e-05,4e-08,-3.75e-06,4.455e-05,2.8e-07
-2.831681,-6.99568,9e-08,-7.1e-07,-7e-08,3.79e-06,5.2e-07,-1.625e-05,3e-08,-2.8e-06,5.933e-05,2.3e-07
-2.831681,-6.275079,1.47e-06,-1.013e-05,-1.08e-06,4.846e-05,7.48e-06,-0.00018497,4.7e-07,-3.578e-05,0.00059685,3.26e-06
-2.831681,-5.673962,1.21e-05,-7.558e-05,-8.94e-06,0.00032525,5.581e-05,-0.00111112,3.89e-06,-0.00024016,0.00318823,2.431e-05
-2.831681,-5.133596,6.798e-05,-0.00038416,-5.02e-05,0.00148694,0.00028365,-0.00453755,2.186e-05,-0.00109793,0.01153289,0.00012354
-2.831681,-4.63156,0.00029091,-0.00148313,-0.0002148,0.00514103,0.00109512,-0.01392161,9.355e-05,-0.00379605,0.03103593,0.00047695
-2.831681,-4.156272,0.00100661,-0.00460535,-0.00074327,0.0141869,0.00340052,-0.03371354,0.00032371,-0.01047539,0.06483518,0.00148101
-2.831681,-3.700743,0.00292113,-0.01189971,-0.00215692,0.03221179,0.00878656,-0.06604391,0.00093939,-0.02378468,0.10662428,0.00382676
-2.831681,-3.260321,0.00728352,-0.02613957,-0.00537804,0.06118442,0.01930104,-0.10543318,0.00234226,-0.04517761,0.1362054,0.00840607
-2.831681,-2.831681,0.01587078,-0.0494697,-0.01171874,0.09781249,0.03652765,-0.13563326,0.00510379,-0.0722232,0.12667836,0.01590867
-2.831681,-2.412318,0.03059556,-0.08124367,-0.02259128,0.1309134,0.05998905,-0.13436819,0.00983905,-0.09666439,0.0650268,0.02612668
-2.831681,-2.000259,0.0526583,-0.11594437,-0.03888206,0.14328169,0.08561149,-0.08747499,0.01693407,-0.10579694,-0.02778325,0.03728587
-2.831681,-1.593886,0.08146337,-0.14292766,-0.06015127,0.11971566,0.10553553,-0.0045675,0.02619733,-0.08839616,-0.09966997,0.04596327
-2.831681,-1.191827,0.11384619,-0.14935798,-0.08406224,0.05805394,0.11028358,0.07797779,0.03661113,-0.04286612,-0.10142679,0.04803116
-2.831681,-0.792877,0.14424462,-0.12589315,-0.10650795,-0.02430197,0.09295752,0.11503702,0.04638678,0.01794419,-0.02915463,0.04048524
-2.831681,-0.395943,0.16609701,-0.07239205,-0.12264342,-0.09513805,0.05345315,0.08304778,0.05341417,0.07024844,0.06429413,0.02328014
-2.831681,0.0,0.17406679,-0.0,-0.12852817,-0.12308381,0.0,-0.0,0.05597712,0.09088314,0.10659369,-0.0
-2.831681,0.395943,0.16609701,0.07239205,-0.12264342,-0.09513805,-0.05345315,-0.08304778,0.05341417,0.07024844,0.06429413,-0.02328014
-2.831681,0.792877,0.14424462,0.12589315,-0.10650795,-0.02430197,-0.09295752,-0.11503702,0.04638678,0.01794419,-0.02915463,-0.04048524
-2.831681,1.191827,0.11384619,0.14935798,-0.08406224,0.05805394,-0.11028358,-0.07797779,0.03661113,-0.04286612,-0.10142679,-0.04803116
-2.831681,1.593886,0.08146337,0.14292766,-0.06015127,0.11971566,-0.10553553,0.0045675,0.02619733,-0.08839616,-0.09966997,-0.04596327
-2.831681,2.000259,0.0526583,0.11594437,-0.03888206,0.14328169,-0.08561149,0.08747499,0.01693407,-0.10579694,-0.02778325,-0.03728587
-2.831681,2.412318,0.03059556,0.08124367,-0.02259128,0.1309134,-0.05998905,0.13436819,0.00983905,-0.09666439,0.0650268,-0.02612668
-2.831681,2.831681,0.01587078,0.0494697,-0.01171874,0.09781249,-0.03652765,0.13563326,0.00510379,-0.0722232,0.12667836,-0.01590867
-2.831681,3.260321,0.00728352,0.02613957,-0.00537804,0.06118442,-0.01930104,0.10543318,0.00234227,-0.04517761,0.1362054,-0.00840607
-2.831681,3.700743,0.00292113,0.01189971,-0.00215692,0.03221179,-0.00878656,0.06604391,0.00093939,-0.02378468,0.10662428,-0.00382676
-2.831681,4.156272,0.00100661,0.00460535,-0.00074327,0.0141869,-0.00340052,0.03371354,0.00032371,-0.01047539,0.06483518,-0.00148101
-2.831681,4.63156,0.00029091,0.00148313,-0.0002148,0.00514103,-0.00109512,0.01392161,9.355e-05,-0.00379605,0.03103593,-0.00047695
-2.831681,5.133596,6.798e-05,0.00038416,-5.02e-05,0.00148694,-0.00028365,0.00453755,2.186e-05,-0.00109793,0.01153289,-0.00012354
-2.831681,5.673962,1.21e-05,7.558e-05,-8.94e-06,0.00032525,-5.581e-05,0.00111112,3.89e-06,-0.00024016,0.00318823,-2.431e-05
-2.831681,6.275079,1.47e-06,1.013e-05,-1.08e-06,4.846e-05,-7.48e-06,0.00018497,4.7e-07,-3.578e-05,0.00059685,-3.26e-06
-2.831681,6.99568,9e-08,7.1e-07,-7e-08,3.79e-06,-5.2e-07,1.625e-05,3e-08,-2.8e-06,5.933e-05,-2.3e-07
-2.412318,-6.99568,1e-07,-8e-07,-2e-08,4.27e-06,1.4e-07,-1.831e-05,7e-08,-7.3e-07,6.684e-05,5.5e-07
-2.412318,-6.275079,1.65e-06,-1.142e-05,-2.8e-07,5.459e-05,1.94e-06,-0.0002084,1.13e-06,-9.29e-06,0.00067245,7.84e-06
-2.412318,-5.673962,1.363e-05,-8.516e-05,-2.32e-06,0.00036645,1.45e-05,-0.00125186,9.36e-06,-6.239e-05,0.00359206,5.847e-05
-2.412318,-5.133596,7.659e-05,-0.00043281,-1.304e-05,0.00167528,7.369e-05,-0.00511229,5.259e-05,-0.00028521,0.01299369,0.00029717
-2.412318,-4.63156,0.00032776,-0.00167099,-5.58e-05,0.00579221,0.00028448,-0.01568497,0.00022504,-0.00098612,0.03496704,0.00114732
-2.412318,-4.156272,0.00113411,-0.00518868,-0.00019308,0.01598386,0.00088337,-0.03798381,0.00077869,-0.00272124,0.07304741,0.0035626
-2.412318,-3.700743,0.00329113,-0.01340697,-0.00056031,0.03629184,0.00228253,-0.07440925,0.00225973,-0.00617866,0.12012966,0.00920538
-2.412318,-3.260321,0.00820608,-0.02945049,-0.00139708,0.06893424,0.00501393,-0.11878769,0.00563439,-0.01173601,0.15345762,0.02022104
-2.412318,-2.831681,0.01788103,-0.0557357,-0.00304423,0.11020174,0.00948897,-0.15281301,0.01227732,-0.01876178,0.14272385,0.03826877
-2.412318,-2.412318,0.03447089,-0.09153426,-0.00586865,0.14749532,0.01558365,-0.1513877,0.02366811,-0.02511099,0.07326331,0.06284847
-2.412318,-2.000259,0.05932817,-0.13063026,-0.01010059,0.16143022,0.02223972,-0.09855486,0.0407354,-0.0274834,-0.03130237,0.08969223
-2.412318,-1.593886,0.09178179,-0.16103135,-0.01562579,0.13487924,0.02741549,-0.00514604,0.06301843,-0.02296311,-0.1122945,0.11056596
-2.412318,-1.191827,0.12826633,-0.16827615,-0.02183726,0.06540724,0.02864891,0.08785472,0.08806913,-0.01113554,-0.11427384,0.11554032
-2.412318,-0.792877,0.16251511,-0.14183919,-0.0276681,-0.02738014,0.02414804,0.12960799,0.11158473,0.00466145,-0.03284745,0.09738841
-2.412318,-0.395943,0.18713541,-0.08156147,-0.03185969,-0.10718855,0.01388579,0.09356689,0.12848931,0.01824879,0.07243783,0.05600103
-2.412318,0.0,0.19611466,-0.0,-0.0333884,-0.13867401,0.0,-0.0,0.13465456,0.02360917,0.1200952,-0.0
-2.412318,0.395943,0.18713541,0.08156147,-0.03185969,-0.10718855,-0.01388579,-0.09356689,0.12848931,0.01824879,0.07243783,-0.05600103
-2.412318,0.792877,0.16251511,0.14183919,-0.0276681,-0.02738014,-0.02414804,-0.12960799,0.11158473,0.00466145,-0.03284745,-0.09738841
-2.412318,1.191827,0.12826633,0.16827615,-0.02183726,0.06540724,-0.02864891,-0.08785472,0.08806912,-0.01113554,-0.11427384,-0.11554032
-2.412318,1.593886,0.09178179,0.16103135,-0.01562579,0.13487924,-0.02741549,0.00514604,0.06301843,-0.02296311,-0.1122945,-0.11056596
-2.412318,2.000259,0.05932817,0.13063026,-0.01010059,0.16143022,-0.02223972,0.09855486,0.0407354,-0.0274834,-0.03130237,-0.08969223
-2.412318,2.412318,0.03447089,0.09153426,-0.00586865,0.14749532,-0.01558365,0.1513877,0.02366811,-0.02511099,0.07326331,-0.06284847
-2.412318,2.831681,0.01788103,0.0557357,-0.00304423,0.11020174,-0.00948897,0.15281301,0.01227732,-0.01876178,0.14272385,-0.03826877
-2.412318,3.260321,0.00820608,0.02945049,-0.00139708,0.06893424,-0.00501393,0.11878769,0.00563439,-0.01173601,0.15345762,-0.02022104
-2.412318,3.700743,0.00329113,0.01340697,-0.00056031,0.03629184,-0.00228253,0.07440925,0.00225973,-0.00617866,0.12012966,-0.00920538
-2.412318,4.156272,0.00113411,0.00518868,-0.00019308,0.01598386,-0.00088337,0.03798381,0.00077869,-0.00272124,0.07304741,-0.0035626
-2.412318,4.63156,0.00032776,0.00167099,-5.58e-05,0.00579221,-0.00028448,0.01568497,0.00022504,-0.00098612,0.03496704,-0.00114732
-2.412318,5.133596,7.659e-05,0.00043281,-1.304e-05,0.00167528,-7.369e-05,0.00511229,5.259e-05,-0.00028521,0.01299369,-0.00029717
-2.412318,5.673962,1.363e-05,8.516e-05,-2.32e-06,0.00036645,-1.45e-05,0.00125186,9.36e-06,-6.239e-05,0.00359206,-5.847e-05
-2.412318,6.275079,1.65e-06,1.142e-05,-2.8e-07,5.459e-05,-1.94e-06,0.0002084,1.13e-06,-9.29e-06,0.00067245,-7.84e-06
-2.412318,6.99568,1e-07,8e-07,-2e-08,4.27e-06,-1.4e-07,1.831e-05,7e-08,-7.3e-07,6.684e-05,-5.5e-07
-2.000259,-6.99568,1e-07,-7.7e-07,4e-08,4.11e-06,-3e-07,-1.762e-05,6e-08,1.59e-06,6.434e-05,4.6e-07
-2.000259,-6.275079,1.59e-06,-1.099e-05,6.2e-07,5.255e-05,-4.26e-06,-0.00020059,9.6e-07,2.039e-05,0.00064724,6.6e-06
-2.000259,-5.673962,1.312e-05,-8.196e-05,5.09e-06,0.00035271,-3.18e-05,-0.00120493,7.88e-06,0.00013685,0.00345741,4.923e-05
-2.000259,-5.133596,7.372e-05,-0.00041659,2.86e-05,0.00161247,-0.00016163,-0.00492065,4.428e-05,0.00062563,0.01250659,0.00025023
-2.000259,-4.63156,0.00031547,-0.00160835,0.0001224,0.00557507,-0.00062402,-0.01509699,0.00018949,0.00216308,0.03365622,0.00096607
-2.000259,-4.156272,0.0010916,-0.00499417,0.00042353,0.01538467,-0.00193769,-0.0365599,0.00065568,0.00596911,0.07030907,0.0029998
-2.000259,-3.700743,0.00316775,-0.01290438,0.00122906,0.03493136,-0.00500678,-0.07161986,0.00190275,0.01355305,0.11562635,0.00775116
-2.000259,-3.260321,0.00789845,-0.02834648,0.00306453,0.06635009,-0.01099817,-0.11433468,0.00474429,0.02574323,0.14770494,0.01702663
-2.000259,-2.831681,0.01721072,-0.05364633,0.0066776,0.10607059,-0.02081428,-0.14708449,0.01033781,0.04115442,0.13737354,0.03222326
-2.000259,-2.412318,0.03317868,-0.08810291,0.01287302,0.14196615,-0.03418312,-0.14571261,0.01992914,0.05508156,0.07051688,0.05291999
-2.000259,-2.000259,0.05710413,-0.12573331,0.02215588,0.15537867,-0.04878337,-0.09486032,0.03430023,0.0602855,-0.03012894,0.0755231
-2.000259,-1.593886,0.08834115,-0.15499474,0.03427556,0.129823,-0.06013654,-0.00495313,0.05306309,0.05037014,-0.1080849,0.09309931
-2.000259,-1.191827,0.12345799,-0.16196796,0.04790057,0.06295531,-0.06284208,0.0845613,0.07415641,0.02442609,-0.10999004,0.09728785
-2.000259,-0.792877,0.15642289,-0.13652205,0.06069065,-0.02635373,-0.0529693,0.12474936,0.09395714,-0.01022501,-0.0316161,0.08200348
-2.000259,-0.395943,0.18012024,-0.07850396,0.069885,-0.10317035,-0.03045882,0.09005933,0.10819122,-0.04002915,0.06972235,0.04715428
-2.000259,0.0,0.18876288,-0.0,0.07323827,-0.13347552,0.0,-0.0,0.11338252,-0.05178728,0.11559317,-0.0
-2.000259,0.395943,0.18012024,0.07850396,0.069885,-0.10317035,0.03045882,-0.09005933,0.10819122,-0.04002915,0.06972235,-0.04715428
-2.000259,0.792877,0.15642289,0.13652205,0.06069065,-0.02635373,0.0529693,-0.12474936,0.09395714,-0.01022501,-0.0316161,-0.08200348
-2.000259,1.191827,0.12345799,0.16196796,0.04790057,0.06295531,0.06284208,-0.0845613,0.07415641,0.02442609,-0.10999004,-0.09728785
-2.000259,1.593886,0.08834115,0.15499474,0.03427556,0.129823,0.06013654,0.00495313,0.05306309,0.05037014,-0.1080849,-0.09309931
-2.000259,2.000259,0.05710413,0.12573331,0.02215588,0.15537867,0.04878337,0.09486032,0.03430023,0.0602855,-0.03012894,-0.0755231
-2.000259,2.412318,0.03317868,0.08810291,0.01287302,0.14196615,0.03418312,0.14571261,0.01992914,0.05508156,0.07051688,-0.05291999
-2.000259,2.831681,0.01721072,0.05364633,0.0066776,0.10607059,0.02081428,0.14708449,0.01033781,0.04115442,0.13737354,-0.03222326
-2.000259,3.260321,0.00789845,0.02834648,0.00306453,0.06635009,0.01099817,0.11433468,0.00474429,0.02574323,0.14770494,-0.01702663
-2.000259,3.700743,0.00316775,0.01290438,0.00122906,0.03493136,0.00500678,0.07161986,0.00190275,0.01355305,0.11562635,-0.00775116
-2.000259,4.156272,0.0010916,0.00499417,0.00042353,0.01538467,0.00193769,0.0365599,0.00065568,0.00596911,0.07030907,-0.0029998
-2.000259,4.63156,0.00031547,0.00160835,0.0001224,0.00557507,0.00062402,0.01509699,0.00018949,0.00216308,0.03365622,-0.00096607
-2.000259,5.133596,7.372e-05,0.00041659,2.86e-05,0.00161247,0.00016163,0.00492065,4.428e-05,0.00062563,0.01250659,-0.00025023
-2.000259,5.673962,1.312e-05,8.196e-05,5.09e-06,0.00035271,3.18e-05,0.00120493,7.88e-06,0.00013685,0.00345741,-4.923e-05
-2.000259,6.275079,1.59e-06,1.099e-05,6.2e-07,5.255e-05,4.26e-06,0.00020059,9.6e-07,2.039e-05,0.00064724,-6.6e-06
-2.000259,6.99568,1e-07,7.7e-07,4e-08,4.11e-06,3e-07,1.762e-05,6e-08,1.59e-06,6.434e-05,-4.6e-07
-1.593886,-6.99568,8e-08,-6.3e-07,8e-08,3.4e-06,-6e-07,-1.459e-05,1e-08,3.19e-06,5.327e-05,5e-08
-1.593886,-6.275079,1.32e-06,-9.1e-06,1.24e-06,4.351e-05,-8.54e-06,-0.0001661,1.1e-07,4.084e-05,0.00053594,7.7e-07
-1.593886,-5.673962,1.087e-05,-6.787e-05,1.02e-05,0.00029206,-6.37e-05,-0.00099774,9.2e-07,0.00027411,0.0028629,5.72e-06
-1.593886,-5.133596,6.104e-05,-0.00034496,5.729e-05,0.00133521,-0.00032375,-0.00407453,5.14e-06,0.00125313,0.01035607,2.907e-05
-1.593886,-4.63156,0.00026122,-0.00133179,0.00024517,0.00461643,-0.00124992,-0.01250104,2.201e-05,0.00433265,0.02786899,0.00011222
-1.593886,-4.156272,0.0009039,-0.00413541,0.00084833,0.01273926,-0.0038812,-0.03027337,7.617e-05,0.01195614,0.05821933,0.00034846
-1.593886,-3.700743,0.00262305,-0.01068545,0.00246181,0.02892487,-0.01002859,-0.05930472,0.00022103,0.02714678,0.09574423,0.00090039
-1.593886,-3.260321,0.0065403,-0.02347226,0.00613825,0.05494109,-0.02202936,-0.09467467,0.00055111,0.05156372,0.12230686,0.00197785
-1.593886,-2.831681,0.01425131,-0.04442176,0.01337525,0.0878316,-0.04169104,-0.1217931,0.00120087,0.08243235,0.11375196,0.00374313
-1.593886,-2.412318,0.02747355,-0.07295348,0.02578468,0.11755486,-0.06846884,-0.12065712,0.00231502,0.11032844,0.0583914,0.00614731
-1.593886,-2.000259,0.04728499,-0.10411328,0.04437825,0.12866108,-0.09771315,-0.07854895,0.0039844,0.12075193,-0.02494822,0.00877295
-1.593886,-1.593886,0.07315076,-0.12834317,0.06865399,0.10749975,-0.12045357,-0.00410143,0.00616394,0.10089145,-0.08949954,0.01081464
-1.593886,-1.191827,0.10222921,-0.13411733,0.0959449,0.05213006,-0.12587278,0.07002086,0.00861419,0.04892548,-0.09107709,0.01130119
-1.593886,-0.792877,0.12952574,-0.11304688,0.12156345,-0.02182217,-0.10609758,0.10329852,0.01091429,-0.0204807,-0.02617966,0.00952572
-1.593886,-0.395943,0.1491483,-0.06500509,0.13997975,-0.08543006,-0.06100905,0.0745735,0.01256775,-0.08017844,0.05773349,0.00547755
-1.593886,0.0,0.15630483,-0.0,0.14669635,-0.1105242,-0.0,-0.0,0.01317079,-0.10372998,0.09571676,-0.0
-1.593886,0.395943,0.1491483,0.06500509,0.13997975,-0.08543006,0.06100905,-0.0745735,0.01256775,-0.08017844,0.05773349,-0.00547755
-1.593886,0.792877,0.12952574,0.11304688,0.12156345,-0.02182217,0.10609758,-0.10329852,0.01091429,-0.0204807,-0.02617966,-0.00952572
-1.593886,1.191827,0.10222921,0.13411733,0.0959449,0.05213006,0.12587278,-0.07002086,0.00861419,0.04892548,-0.09107709,-0.01130119
-1.593886,1.593886,0.07315076,0.12834317,0.06865399,0.10749975,0.12045357,0.00410143,0.00616394,0.10089145,-0.08949954,-0.01081464
-1.593886,2.000259,0.04728499,0.10411328,0.04437825,0.12866108,0.09771315,0.07854895,0.0039844,0.12075193,-0.02494822,-0.00877295
