T(K),partition function,internal energy,free energy,chemical entropy
2000.0,17.405792431855634,-0.20773224298162846,-0.49236047866360755,0.00014231411784098954
1429.7994269340975,31.734823559975034,-0.29819891355791156,-0.4259900651849556,8.937697779125925e-05
1112.5975473801561,66.65328287085708,-0.338329553236036,-0.40263267592557,5.77954920365852e-05
910.5839416058395,149.6241731546381,-0.3584402809308938,-0.39297794574125805,3.792913890997917e-05
770.6563706563708,347.68647172661656,-0.3692799525472308,-0.38858507043471374,2.5050228120531487e-05
668.0053547523429,823.4474375931914,-0.37538044690673145,-0.38645756020872674,1.6582372017215388e-05
589.4861193148258,1971.4933448290835,-0.37890710167396735,-0.3853812672863893,1.0982727837505324e-05
527.4841437632136,4750.093676045354,-0.38098276732554753,-0.384818939747337,7.27258338880327e-06
477.28359636537544,11487.781727307973,-0.3822203572452784,-0.3845177410680287,4.813456486343561e-06
435.8078602620088,27844.85394340864,-0.38296560491024806,-0.38435318218857395,3.1839198069802507e-06
400.9642426677381,67583.84638880615,-0.3834179321907205,-0.3842618129088998,2.104628364276863e-06
371.2797619047619,164172.18247839363,-0.3836942469129448,-0.3842103980651677,1.3901946865483086e-06
345.6875649463111,399002.77668418,-0.38386394398557944,-0.3841811394717264,9.175785255573544e-07
323.39598185353213,970035.1356850659,-0.3839686284171794,-0.3841643300080938,6.051454003626285e-07
303.8051750380518,2358753.538429893,-0.38403344940992773,-0.38415459378214334,3.987567762808377e-07
286.4523536165327,5736268.581179196,-0.38407371337688145,-0.38414891476788426,2.625266996530977e-07
270.97474884604947,13951105.2455108,-0.38409878995183344,-0.3841455820819034,1.7268077660091057e-07
257.0839773312726,33931873.827209994,-0.38411444261908373,-0.3841436159365863,1.1347777409317563e-07
244.54790492526342,82531478.20636784,-0.3841242312757783,-0.3841424506001735,7.450206699064306e-08
233.177570093458,200742468.10646585,-0.3841303624332719,-0.3841417570781666,4.886681377683159e-08
222.8175932127707,488274246.51157635,-0.38413420779053453,-0.3841413428521617,3.202198499820189e-08
213.33903377511763,1187658187.4777548,-0.384136622212174,-0.3841410946488249,2.096398662623393e-08
204.63399630920648,2888823818.6739445,-0.384138139589616,-0.38414094549961,1.3711846734028946e-08
196.61150512214346,7026707337.607513,-0.38413909395011847,-0.3841408556433535,8.960275411754374e-09
189.19431279620858,17091628419.829329,-0.3841396945902107,-0.38414080138355683,5.85003497082752e-09
182.3164048227987,41573396052.10621,-0.38414007281741663,-0.3841407685503089,3.816074000132403e-09
175.92102943768734,101122516130.50336,-0.3841403110981039,-0.3841407486448907,2.4871772757660694e-09
169.9591280653951,245969027197.5598,-0.38414046127043305,-0.38414073655625836,1.619717801776288e-09
164.38807445231433,598291869071.9724,-0.384140555943983,-0.38414072920321496,1.0539647266912312e-09
159.17065390749605,1455277631895.9248,-0.38414061564506874,-0.38414072472417743,6.852966046954265e-10
154.27423094759627,3539799435336.569,-0.3841406533008381,-0.38414072199218185,4.4525481253618773e-10
149.67006598680265,8610165265117.729,-0.3841406770561428,-0.3841407203237482,2.8908656585502897e-10
145.332750837338,20943262609212.113,-0.38414069204457296,-0.38414071930367294,1.8756336627633115e-10
141.2397395980753,50942141922240.8,-0.38414070150274215,-0.38414071867934185,1.2161307962625408e-10
137.37095664143158,123911059970292.9,-0.38414070747177675,-0.38414071829684676,7.880173707535293e-11
133.7084673097535,301399791480413.1,-0.3841407112391577,-0.38414071806229616,5.102996527009968e-11
130.2361999217017,733121280383942.5,-0.3841407136171307,-0.3841407179183426,3.3026239165801176e-11
126.93970999745615,1783235520775556.5,-0.38414071511820064,-0.3841407178299206,2.1362266856808575e-11
123.80597940702147,4337520975715628.0,-0.38414071606578315,-0.38414071777556696,1.3810187704332466e-11
120.82324455205811,1.0550534704275542e+16,-0.38414071666399036,-0.3841407177421313,8.923290956064213e-12
117.98084880009458,2.5662995820156356e+16,-0.38414071704165087,-0.3841407177215494,5.7627872089635726e-12
115.26911526911529,6.242236752795093e+16,-0.3841407172800827,-0.3841407177088717,3.7198949892346945e-12
112.67923676188329,1.5183542860017334e+17,-0.3841407174306178,-0.3841407177010579,2.40008827285867e-12
110.20318021201416,3.69322701102492e+17,-0.38414071752566065,-0.38414071769623914,1.54785456685258e-12
107.8336034575905,8.983361711505916e+17,-0.3841407175856687,-0.38414071769326585,9.978072693412409e-13
105.56378252591497,2.1851022806837007e+18,-0.3841407176235568,-0.38414071769143016,6.429607954934181e-13
103.38754791256605,5.315016951025533e+18,-0.38414071764747926,-0.3841407176902964,4.141421243461547e-13
101.29922858302882,1.2928184387827681e+19,-0.38414071766258395,-0.3841407176895957,2.666528320794683e-13
99.29360262660434,3.144636284520293e+19,-0.3841407176721211,-0.3841407176891625,1.7162660409975958e-13
97.36585365853661,7.648976117177945e+19,-0.384140717678143,-0.38414071768889463,1.1042497355162134e-13
95.51153220403869,1.8605279068303193e+20,-0.3841407176819452,-0.3841407176887288,7.102419003625361e-14
93.72652141247184,4.525526082301262e+20,-0.3841407176843461,-0.3841407176886262,4.566558353902739e-14
92.00700654558865,1.1007836134299937e+21,-0.38414071768586194,-0.38414071768856256,2.9352302708191703e-14
90.34944776389644,2.6775330460215563e+21,-0.3841407176868191,-0.38414071768852326,1.8861618679747546e-14
88.75055580257893,6.512799722927595e+21,-0.3841407176874235,-0.38414071768849883,1.2116053818216753e-14
87.20727018524991,1.5841657040998526e+22,-0.38414071768780517,-0.38414071768848373,7.781097965908668e-15
85.71673967190588,3.8533059280377316e+22,-0.3841407176880462,-0.3841407176884743,4.9943803268076594e-15
84.27630467826383,9.372735779237318e+22,-0.3841407176881983,-0.3841407176884685,3.2064562539304028e-15
82.88348143841874,2.2798131689522367e+23,-0.38414071768829433,-0.38414071768846497,2.0588092575680548e-15
81.53594771241832,5.545390596460225e+23,-0.38414071768835506,-0.3841407176884627,1.3201063488836525e-15
80.23152986574485,1.3488542520107458e+24,-0.38414071768839336,-0.38414071768846125,8.461777815957399e-16
78.96819116948886,3.2809371342191156e+24,-0.3841407176884176,-0.38414071768846036,5.412759975257413e-16
77.74402118875129,7.980512692643884e+24,-0.38414071768843283,-0.38414071768845987,3.477300278048144e-16
76.55722614298865,1.941170471485158e+25,-0.38414071768844243,-0.38414071768845953,2.233288148044173e-16
75.40612013600304,4.7216801031333164e+25,-0.3841407176884485,-0.3841407176884593,1.4355167021684465e-16
74.28911716540124,1.1484958855400351e+26,-0.3841407176884523,-0.3841407176884592,9.265667725395689e-17
73.20472383187854,2.7935878125819843e+26,-0.38414071768845487,-0.3841407176884591,5.76308094989139e-17
72.15153267784848,6.795089964938833e+26,-0.38414071768845637,-0.3841407176884591,3.7699080107922995e-17
71.12821609293708,1.652829648799779e+27,-0.3841407176884573,-0.38414071768845903,2.4193572996692512e-17
70.13352073085034,4.020323295272511e+27,-0.38414071768845787,-0.38414071768845903,1.662164060364406e-17
69.16626238824591,9.77898684855266e+27,-0.3841407176884583,-0.384140717688459,9.630906626643113e-18
68.22532130161336,2.3786291987168144e+28,-0.3841407176884586,-0.384140717688459,5.6955108632022795e-18
67.30963782289068,5.785749538895916e+28,-0.38414071768845864,-0.384140717688459,4.9482795950252094e-18
66.41820843870626,1.4073188769772052e+29,-0.38414071768845875,-0.384140717688459,3.343128490584689e-18
65.55008210180625,3.4231457967230884e+29,-0.38414071768845887,-0.384140717688459,1.6937019589096199e-18
64.70435684647305,8.326419361894612e+29,-0.3841407176884589,-0.384140717688459,8.579198362634474e-19
63.88017666261283,2.0253084007260817e+30,-0.3841407176884589,-0.384140717688459,8.68988693072085e-19
63.076728605738865,4.9263362074022283e+30,-0.3841407176884589,-0.384140717688459,8.800575498807225e-19
62.29324012233944,1.1982761943643598e+31,-0.384140717688459,-0.384140717688459,0.0
61.52897657213318,2.9146728471816967e+31,-0.384140717688459,-0.384140717688459,0.0
60.783238930507345,7.089615771433081e+31,-0.384140717688459,-0.38414071768845903,9.132641203066354e-19
60.05536165603563,1.7244697577346305e+32,-0.384140717688459,-0.384140717688459,0.0
59.34471070940121,4.1945798491985976e+32,-0.384140717688459,-0.384140717688459,0.0
58.65068171133052,1.0202846429975175e+33,-0.38414071768845903,-0.384140717688459,-9.464706907325481e-19
57.97269822828929,2.4817283021455844e+33,-0.384140717688459,-0.384140717688459,0.0
57.3102101757207,6.03652657906888e+33,-0.384140717688459,-0.38414071768845903,9.686084043498232e-19
56.662692329529335,1.4683175877190728e+34,-0.384140717688459,-0.384140717688459,0.0
56.02964293734562,3.5715183395046173e+34,-0.384140717688459,-0.384140717688459,0.0
55.41058242185332,8.687318980652516e+34,-0.384140717688459,-0.384140717688459,0.0
54.80505216913785,2.1130931972778925e+35,-0.384140717688459,-0.384140717688459,0.0
54.212613395621716,5.1398629085988145e+35,-0.384140717688459,-0.38414071768845903,1.0239526883930111e-18
53.63284608770422,1.2502141766970649e+36,-0.384140717688459,-0.384140717688459,0.0
53.065348008720164,3.041006181311597e+36,-0.384140717688459,-0.384140717688459,0.0
52.5097337682837,7.396907479650283e+36,-0.384140717688459,-0.38414071768845903,1.057159258818924e-18
51.96563394949233,1.7992150295106301e+37,-0.38414071768845903,-0.384140717688459,-1.0682281156275615e-18
51.43269428983716,4.376389364505114e+37,-0.384140717688459,-0.384140717688459,0.0
50.91057491200328,1.0645077745355908e+38,-0.384140717688459,-0.384140717688459,0.0
50.39894960105041,2.589296124420229e+38,-0.384140717688459,-0.384140717688459,0.0
49.89750512474377,6.2981732781263506e+38,-0.384140717688459,-0.384140717688459,0.0
49.405940594059416,1.5319602214360908e+39,-0.384140717688459,-0.384140717688459,0.0
48.92396686112065,3.7263219292700454e+39,-0.384140717688459,-0.3841407176884589,-1.134641256479387e-18
48.45130595203418,9.063861402055662e+39,-0.384140717688459,-0.384140717688459,0.0
47.98769053228832,2.2046829306496997e+40,-0.384140717688459,-0.384140717688459,0.0
47.53286340255288,5.362644693127922e+40,-0.384140717688459,-0.384140717688459,0.0
47.08657702288277,1.3044033545566547e+41,-0.384140717688459,-0.384140717688459,0.0
46.64859306347575,3.172815296823804e+41,-0.384140717688459,-0.384140717688459,0.0
46.21868198027139,7.717518413758334e+41,-0.384140717688459,-0.384140717688459,0.0
45.79662261380324,1.8772000540441422e+42,-0.384140717688459,-0.384140717688459,0.0
45.3822018098313,4.5660792161133904e+42,-0.384140717688459,-0.384140717688459,0.0
44.975214060387565,1.1106477097582754e+43,-0.384140717688459,-0.38414071768845903,1.2342609677571253e-18
44.57546116396445,2.7015263573137924e+43,-0.384140717688459,-0.384140717688459,0.0
44.18275190366567,6.571160769646242e+43,-0.384140717688459,-0.384140717688459,0.0
43.79690174222145,1.5983613761027195e+44,-0.384140717688459,-0.384140717688459,0.0
43.41773253284608,3.8878353127777014e+44,-0.384140717688459,-0.3841407176884589,-1.2785363949916758e-18
43.04507224498599,9.456724646422668e+44,-0.384140717688459,-0.384140717688459,0.0
42.678754704071174,2.300242521702015e+45,-0.3841407176884589,-0.3841407176884589,0.0
42.318619344443036,5.59508271254122e+45,-0.384140717688459,-0.384140717688459,0.0
41.964510974686746,1.3609413035723619e+46,-0.384140717688459,-0.384140717688459,0.0
41.616279554647434,3.310337535525029e+46,-0.384140717688459,-0.384140717688459,0.0
41.27377998345741,8.052025881161202e+46,-0.384140717688459,-0.384140717688459,0.0
40.93687189794496,1.9585652549055486e+47,-0.384140717688459,-0.3841407176884589,-1.3560183926521387e-18
40.60541948083653,4.7639909686554385e+47,-0.3841407176884589,-0.3841407176884589,0.0
40.27929127820157,1.1587875304427922e+48,-0.384140717688459,-0.3841407176884589,-1.3781561062694137e-18
39.95836002562461,2.8186210879587877e+48,-0.384140717688459,-0.38414071768845903,1.3892249630780512e-18
39.64250248262166,6.855980607980809e+48,-0.384140717688459,-0.3841407176884589,-1.4002938198866888e-18
39.33159927484827,1.667640616818429e+49,-0.38414071768845903,-0.384140717688459,-1.4113626766953266e-18
39.025534743674974,4.056349318761514e+49,-0.384140717688459,-0.384140717688459,0.0
38.72419680273165,9.866616122128623e+49,-0.384140717688459,-0.384140717688459,0.0
38.42747680104733,2.3999440396116745e+50,-0.384140717688459,-0.3841407176884589,-1.4445692471212395e-18
38.1352693924341,5.8375955058692565e+50,-0.384140717688459,-0.3841407176884589,-1.4556381039298768e-18
37.8474724107854,1.4199298286830198e+51,-0.384140717688459,-0.384140717688459,0.0
37.56398675097863,3.45382052654492e+51,-0.384140717688459,-0.384140717688459,0.0
37.28471625509023,8.401032212026293e+51,-0.384140717688459,-0.3841407176884589,-1.4888446743557896e-18
37.009567603649046,2.0434571421725403e+52,-0.384140717688459,-0.38414071768845903,1.499913531164427e-18
36.73845021166943,4.970480991512351e+52,-0.384140717688459,-0.384140717688459,0.0
36.47127612922088,1.2090139194560716e+53,-0.384140717688459,-0.384140717688459,0.0
36.20795994630484,2.9407911627357045e+53,-0.384140717688459,-0.38414071768845903,1.5331201015903396e-18
35.94841870182264,7.153145653373109e+53,-0.384140717688459,-0.384140717688459,0.0
35.69257179643075,1.7399226911022568e+54,-0.384140717688459,-0.38414071768845903,1.555257815207615e-18
35.440340909090914,4.232167381612041e+54,-0.38414071768845903,-0.384140717688459,-1.5663266720162527e-18
35.1916499171339,1.0294273899395916e+55,-0.384140717688459,-0.384140717688459,0.0
34.946424819665246,2.5039670117069436e+55,-0.384140717688459,-0.384140717688459,0.0
34.704593664151346,6.090619753263275e+55,-0.384140717688459,-0.3841407176884589,-1.5995332424421652e-18
34.46608647603261,1.4814751474523207e+56,-0.3841407176884589,-0.3841407176884589,0.0
34.23083519121935,3.603522632229478e+56,-0.384140717688459,-0.38414071768845903,1.6216709560594406e-18
33.99877359133339,8.76516584386888e+56,-0.384140717688459,-0.384140717688459,0.0
33.769837241566,2.132028576243378e+57,-0.38414071768845903,-0.384140717688459,-1.6438086696767159e-18
33.54396343102985,5.185921100509076e+57,-0.384140717688459,-0.384140717688459,0.0
33.321091115488635,1.261417316839754e+58,-0.384140717688459,-0.3841407176884589,-1.665946383293991e-18
33.1011608623549,3.068256566932655e+58,-0.384140717688459,-0.3841407176884589,-1.6770152401026282e-18
32.884114797851666,7.463190995436322e+58,-0.384140717688459,-0.384140717688459,0.0
32.669896556239365,1.8153377535191874e+59,-0.384140717688459,-0.384140717688459,0.0
32.458451231014415,4.415606087754194e+59,-0.384140717688459,-0.384140717688459,0.0
32.249725327990696,1.074046803930273e+60,-0.384140717688459,-0.384140717688459,0.0
32.04366672017981,2.6124987467337367e+60,-0.384140717688459,-0.3841407176884589,-1.7323595241458165e-18
31.84022460439,6.35461106230211e+60,-0.384140717688459,-0.384140717688459,0.0
31.639349459468036,1.54568808132898e+61,-0.384140717688459,-0.38414071768845903,1.7544972377630914e-18
