temperature,internal energy,partition function,free energy,chemical entropy,q variance 1,q variance 2,q avg 1,q avg 2,q square avg 1,q square avg 2,state 1 pop,state 2 pop
10000.0,0.08377329163134437,37.053864084948465,-3.112901889900171,0.0003196675181531515,4.384390092499036,0.8308467461312766,-1.3181073952247526,0.0,6.1217971978452175,0.8308467461312766,0.6848286387266008,0.3151713612733992
9678.355969932576,0.07527712606080166,36.9404168118044,-3.010219846844903,0.00031880383223052705,4.343221426545284,0.8258365772687516,-1.3404265251852587,0.0,6.139964695965511,0.8258365772687516,0.690780425224737,0.3092195747752629
7712.587065615718,0.013685292393685438,36.45072874291165,-2.389945491884134,0.000311650392252127,4.000222293160967,0.7900769756902798,-1.5078782087174063,0.0,6.27391898548578,0.7900769756902798,0.7354438790422391,0.26455612095776093
6323.314386492051,-0.042942387270788175,36.6370371321281,-1.9622212820821117,0.0003035241927732255,3.6127803691886604,0.757838539553628,-1.6688764202233821,0.0,6.397928875166271,0.757838539553628,0.7784218566267966,0.2215781433732035
5112.559879001933,-0.10422164861617836,37.846444430082315,-1.6008140514921405,0.00029272858182506504,3.1136142151526682,0.7231793008076808,-1.8482242567459515,0.0,6.529547118376793,0.7231793008076808,0.8263669518637777,0.17363304813622235
4110.6181222027735,-0.16450739130240866,40.80058017404892,-1.3137154048305477,0.0002795706094226793,2.5426469802697858,0.6887128302459322,-2.0274722176279707,0.0,6.653290573523067,0.6887128302459322,0.874393414550034,0.12560658544996595
3271.2406400917407,-0.22036597618887133,46.967325987999054,-1.0851363442838873,0.000264355473423919,1.9473348951218705,0.6557879961201113,-2.1937130375575467,0.0,6.759711786271828,0.6557879961201113,0.9190844985498241,0.08091550145017595
2605.652439396974,-0.2645438101599368,58.60948298948963,-0.9140699601752974,0.00024927582059473764,1.4374025402467554,0.6285473351961529,-2.3232394310658857,0.0,6.8348439943060955,0.6285473351961529,0.9540649076312898,0.045935092368710205
2063.7185521056176,-0.295823303110548,81.50657298037417,-0.7826066044513601,0.0002358767869989567,1.0606681507972224,0.6083013446345042,-2.4121645863640837,0.0,6.879206142506233,0.6083013446345042,0.9782115182887174,0.021788481711282517
1655.5911933278362,-0.313192390615961,124.51910106266385,-0.6882950206519721,0.00022656718128708612,0.8483538648048121,0.5965963180885094,-2.4593642685676675,0.0,6.896826470312191,0.5965963180885094,0.9911010680938643,0.00889893190613559
1394.4610352907025,-0.3204067541741412,188.84383443791972,-0.6297770583368978,0.00022185654265933816,0.7598850007723783,0.5916185545077083,-2.4779709062001807,0.0,6.900224812746923,0.5916185545077083,0.9962096831404715,0.003790316859528426
1227.5027633416362,-0.32333315916664285,271.90248350193855,-0.5929326228279375,0.00021963246985070957,0.7238098585950921,0.5895830640358042,-2.485133660064718,0.0,6.899699166981753,0.5895830640358042,0.998187934848384,0.0018120651516161145
1096.249269017608,-0.3247951638787079,392.4287738095383,-0.5641931694782666,0.00021837917010799257,0.7054937019137553,0.5885661727883369,-2.488532986752852,0.0,6.898290128070826,0.5885661727883369,0.9991344345570522,0.0008655654429478051
988.961955336572,-0.3255324382355182,570.1090066902983,-0.5408050542706334,0.0002176753260056923,0.695944851861312,0.5880551890694633,-2.4901505103088932,0.0,6.896794415852954,0.5880551890694633,0.9995911508355426,0.00040884916445735526
901.0856300952865,-0.32589649127579723,827.6496350389874,-0.5216954952687768,0.00021729233876726511,0.6909635309579878,0.5878036505420241,-2.4908933874979655,0.0,6.8955133988390775,0.5878036505420241,0.9998064106475931,0.00019358935240685013
828.8150429342314,-0.32607594193559547,1193.5443582259168,-0.506000461194376,0.00021708645468330144,0.6883125377465902,0.5876792814975862,-2.491224137220048,0.0,6.894510239614363,0.5876792814975862,0.9999070561206103,9.29438793896962e-05
768.0197726249432,-0.32616657502545326,1713.2481614393748,-0.4928069887055318,0.00021697411918254893,0.6868317985102816,0.5876153294658207,-2.4913676446993236,0.0,6.893744539564937,0.5876153294658207,0.9999549501133543,4.504988664575673e-05
715.1184740842007,-0.32621312554935605,2466.994807075935,-0.48133113848788334,0.00021691232790087747,0.6859545423971225,0.5875808632766971,-2.4914260406875175,0.0,6.893158258613002,0.5875808632766971,0.9999782988237166,2.170117628342661e-05
668.0899084842702,-0.32623638082772044,3581.0467700862973,-0.4711314909415597,0.00021687965687518053,0.6854123261936422,0.5875617669562727,-2.491444869965037,0.0,6.892709866268742,0.5875617669562727,0.9999897126655046,1.0287334495456015e-05
626.4517595005782,-0.3262472872034744,5219.0487209581215,-0.4621020125851072,0.00021686382601900477,0.6850714626034398,0.5875509347462509,-2.4914456904192486,0.0,6.892373090912086,0.5875509347462509,0.9999951621428471,4.8378571528506314e-06
590.1662940090739,-0.32625281657985816,7567.811288022624,-0.4542337853310217,0.00021685577446616393,0.6848551854146283,0.5875440844660531,-2.4914391349610012,0.0,6.892124148629851,0.5875440844660531,0.9999977016195887,2.2983804113743836e-06
558.5679285050448,-0.32625669914489275,10878.890485983391,-0.4473821302266074,0.0002168499566487743,0.6847144036789503,0.587538905414136,-2.4914301887682506,0.0,6.891938789184751,0.587538905414136,0.9999988889479845,1.1110520154752993e-06
530.3613857946341,-0.3262593792095641,15600.788394162108,-0.4412660499635653,0.00021684585988794802,0.6846186528532474,0.5875349473588337,-2.491421194517249,0.0,6.891798221343002,0.5875349473588337,0.9999994602951492,5.397048508973137e-07
504.39650581839516,-0.3262603582686435,22529.15623364056,-0.4356361035117779,0.00021684477188371807,0.6845509769129476,0.5875323456132503,-2.491413181711814,0.0,6.891690618920332,0.5875323456132503,0.9999997414779725,2.585220275238903e-07
