Temperature,Z,E
10.0,1.568735006647189e-77,0.15253706015423005
10.049502475123756,3.751706639696229e-77,0.15253875047421106
10.099004950247512,8.896106323149312e-77,0.15254045063822477
10.14850742537127,2.0917854308036206e-76,0.15254216054425856
10.198009900495025,4.8779078542855784e-76,0.1525438800913341
10.247512375618781,1.1282400809689911e-75,0.15254560917952886
10.297014850742537,2.588642700415966e-75,0.15254734770999223
10.346517325866293,5.892445211001727e-75,0.15254909558496382
10.39601980099005,1.3308254448534418e-74,0.15255085270778848
10.445522276113806,2.9826139850858655e-74,0.15255261898292982
10.495024751237562,6.633928928556004e-74,0.15255439431598258
10.544527226361318,1.4644983897240548e-73,0.1525561786136848
10.594029701485074,3.2092011661583395e-73,0.15255797178392666
10.643532176608831,6.981355173889333e-73,0.15255977373575913
10.693034651732587,1.5078607424553009e-72,0.1525615843794029
10.742537126856343,3.233736250041341e-72,0.15256340362625284
10.792039601980099,6.886715996832101e-72,0.15256523138888414
10.841542077103854,1.4565505230264454e-71,0.15256706758105643
10.891044552227612,3.059747323431873e-71,0.1525689121177167
10.940547027351368,6.384579402442904e-71,0.15257076491500107
10.990049502475124,1.3234425903771914e-70,0.1525726258902366
11.03955197759888,2.7254779116735384e-70,0.15257449496194114
11.089054452722635,5.576772676985127e-70,0.15257637204982233
11.138556927846393,1.1338699015114684e-69,0.15257825707477643
11.188059402970149,2.2909739800505415e-69,0.15258014995888608
11.237561878093905,4.600337762700275e-69,0.15258205062541683
11.28706435321766,9.181365410447516e-69,0.15258395899881352
11.336566828341418,1.8214093227221933e-68,0.1525858750046956
11.386069303465174,3.5919038536921902e-68,0.1525877985698519
11.43557177858893,7.0419390280924035e-68,0.15258972962223483
11.485074253712686,1.3725974655544875e-67,0.1525916680909535
11.534576728836441,2.6601731114071113e-67,0.1525936139062671
11.584079203960197,5.1265385361570236e-67,0.1525955669995768
11.633581679083955,9.824658806916586e-67,0.15259752730341788
11.68308415420771,1.872493955368211e-66,0.15259949475145104
11.732586629331466,3.54946846391915e-66,0.15260146927845272
11.782089104455222,6.692307910772869e-66,0.15260345082030616
11.83159157957898,1.2551263554449495e-65,0.15260543931399126
11.881094054702736,2.3416753550805584e-65,0.15260743469757354
11.930596529826492,4.3463220687651206e-65,0.1526094369101943
11.980099004950247,8.026032666443522e-65,0.15261144589205855
12.029601480074003,1.4746572686466649e-64,0.15261346158442401
12.079103955197759,2.6959965466955672e-64,0.1526154839295898
12.128606430321517,4.904696052555003e-64,0.15261751287088332
12.178108905445272,8.879641585683536e-64,0.15261954835264874
12.227611380569028,1.5999078173622608e-63,0.1526215903202344
12.277113855692784,2.86903518494118e-63,0.15262363871997978
12.326616330816542,5.120860870537276e-63,0.15262569349920257
12.376118805940298,9.097889731951751e-63,0.15262775460618566
12.425621281064053,1.608988587550292e-62,0.15262982199016378
12.47512375618781,2.832718981954937e-62,0.1526318956013104
12.524626231311565,4.964957254918466e-62,0.1526339753907232
12.57412870643532,8.66386982801169e-62,0.1526360613104114
12.623631181559078,1.5052728870761624e-61,0.15263815331328132
12.673133656682834,2.6040400310824613e-61,0.15264025135312292
12.72263613180659,4.485708053229233e-61,0.1526423553845956
12.772138606930348,7.694612984056718e-61,0.15264446536321427
12.821641082054104,1.3144260264206877e-60,0.15264658124533503
12.87114355717786,2.236144940747852e-60,0.1526487029881416
12.920646032301615,3.788774002971178e-60,0.15265083054963127
12.970148507425371,6.393705208345056e-60,0.1526529638885998
13.019650982549127,1.0746859525953329e-59,0.15265510296462875
13.069153457672883,1.7993066658212525e-59,0.15265724773807005
13.11865593279664,3.0008394472626164e-59,0.15265939817003313
13.168158407920396,4.985552538294562e-59,0.15266155422237
13.217660883044152,8.251549828243594e-59,0.15266371585766184
13.26716335816791,1.3605919432825543e-58,0.15266588303920473
13.316665833291665,2.235159785041154e-58,0.1526680557309961
13.366168308415421,3.6584360681584044e-58,0.15267023389772094
13.415670783539177,5.966315553967253e-58,0.15267241750473728
13.465173258662933,9.695231911326286e-58,0.15267460651806408
13.514675733786689,1.569887543129448e-57,0.1526768009043664
13.564178208910445,2.5331104034129108e-57,0.1526790006309426
13.613680684034202,4.07316081340275e-57,0.15268120566571092
13.663183159157958,6.527054619672618e-57,0.15268341597719604
13.712685634281714,1.042383049565922e-56,0.15268563153451628
13.762188109405471,1.6591198419453393e-56,0.15268785230737053
13.811690584529227,2.6319897161200753e-56,0.15269007826602563
13.861193059652983,4.16161691536637e-56,0.15269230938130282
13.910695534776739,6.558835524159438e-56,0.15269454562456652
13.960198009900495,1.0303698426614334e-55,0.15269678696771072
14.00970048502425,1.6135265454250232e-55,0.1526990333831475
14.059202960148006,2.5187802346042407e-55,0.15270128484379414
14.108705435271764,3.919674731405703e-55,0.15270354132306166
14.15820791039552,6.080923996706939e-55,0.1527058027948431
14.207710385519277,9.40508922609838e-55,0.15270806923350122
14.257212860643033,1.450253338147515e-54,0.15271034061385771
14.306715335766789,2.2295953803292592e-54,0.15271261691118143
14.356217810890545,3.4176131160489326e-54,0.1527148981011772
14.4057202860143,5.22333218518514e-54,0.15271718415997462
14.455222761138057,7.960005482738677e-54,0.15271947506411795
14.504725236261812,1.2095754023316897e-53,0.1527217707905547
14.554227711385568,1.8328169683798407e-53,0.1527240713166252
14.603730186509326,2.769391516140908e-53,0.1527263766200524
14.653232661633082,4.172929984005407e-53,0.1527286866789318
14.70273513675684,6.2704906074962485e-53,0.1527310014717214
14.752237611880595,9.396749903576611e-53,0.15273332097723152
14.801740087004351,1.404369587220873e-52,0.15273564517461574
