temperature,internal energy,partition function
2000.0,0.5738172088327365,0.2651764065587221
1996.2068277101218,0.5729006784789497,0.26351211031854777
1992.4280163395435,0.5719873748196598,0.2618608795155054
1988.6634844868734,0.5710773017722818,0.26022259015551036
1984.9131513647644,0.5701704626442514,0.258597119570671
1981.176936794135,0.5692668601560179,0.25698434640529827
1977.4547611984574,0.5683664964632655,0.2553841506019923
1973.746545598105,0.5674693731783934,0.2537964133878104
1970.0522116047682,0.5665754913912747,0.25222101726051815
1966.371681415929,0.5656848516893199,0.250657845974929
1962.7048778094024,0.5647974541768662,0.24910678452933357
1959.0517241379314,0.5639132984939158,0.24756771915202158
1955.4121443238491,0.5630323838342419,0.24604053728790032
1951.7860628537967,0.5621547089628869,0.24452512758521014
1948.1734047735024,0.5612802722330679,0.24302137988234046
1944.5740956826137,0.5604090716025106,0.24152918519474748
1940.9880617295935,0.5595411046492336,0.24004843570197568
1937.4152296066657,0.5586763685867931,0.2385790247347849
1933.8555265448215,0.5578148602790135,0.23712084676238393
1930.3088803088804,0.5569565762542152,0.23567379737977256
1926.7752191926004,0.556101512718959,0.23423777329519274
1923.2544720138487,0.5552496655713195,0.23281267231769026
1919.7465681098206,0.554401030413707,0.23139839334478784
1916.251437332311,0.5535556025652493,0.22999483635027015
1912.7690100430416,0.5527133770737476,0.22860190237208167
1909.299217109032,0.5518743487272232,0.2272194935003381
1905.8419898980271,0.5510385120650644,0.22584751286545168
1902.3972602739725,0.5502058613887902,0.2244858646263706
1898.9649605925365,0.5493763907724413,0.22313445395893294
1895.5450236966824,0.5485500940726082,0.22179318704433593
1892.1373829122906,0.5477269649381151,0.22046197105771953
1888.7419720438234,0.546906996819363,0.21914071415686523
1885.3587253700384,0.5460901829773468,0.21782932547100997
1881.9875776397516,0.5452765164923586,0.2165277150897748
1878.6284640676374,0.5444659902723844,0.21523579405220822
1875.2813203300827,0.5436585970612026,0.2139534743359442
1871.9460825610784,0.5428543294462017,0.21268066884647444
1868.6226873481594,0.5420531798659177,0.21141729140653456
1865.3110717283837,0.5412551406173046,0.21016325674560385
1862.0111731843576,0.540460203862746,0.20891848048951814
1858.7229296403013,0.5396683616368172,0.2076828791501955
1855.4462794581557,0.5388796058528041,0.20645637011547419
1852.1811614337316,0.5380939283089886,0.2052388716390619
1848.9275147928995,0.5373113206947053,0.2040303028305966
1845.6852791878175,0.5365317745961822,0.20283058364581744
1842.4543946932006,0.5357552815021664,0.20163963487684564
1839.2348018026305,0.534981832809347,0.2004573781425746
1836.0264414248988,0.5342114198275778,0.1992837358791683
1832.8292548803959,0.53344403378491,0.19811863133066757
1829.6431838975298,0.5326796658324374,0.19696198853970315
1826.4681706091878,0.5319183070489639,0.19581373233831514
1823.304157549234,0.5311599484454973,0.1946737883388779
1820.1510876490395,0.5304045809695752,0.1935420829251292
1817.008904234054,0.529652195509427,0.19241854324330349
1813.8775510204082,0.5289027828979835,0.19130309719336802
1810.756972111554,0.5281563339167301,0.1901956734203608
1807.647111994938,0.5274128392994164,0.18909620130583024
1804.5479155387115,0.5266722897356244,0.1880046109593744
1801.4593279884696,0.5259346758741971,0.1869208332102804
1798.381294964029,0.5251999883265374,0.18584479959926192
1795.3137624562348,0.5244682176697785,0.18477644237029425
1792.2566768238037,0.5237393544498308,0.18371569446254638
1789.2099847901943,0.5230133891843072,0.1826624895024086
1786.1736334405145,0.5222903123653375,0.18161676179561498
1783.1475702184575,0.5215701144622662,0.18057844631945982
1780.1317429232688,0.5208527859242469,0.17954747871510707
1777.126099706745,0.5201383171827293,0.17852379527999168
1774.1305890702627,0.5194266986538477,0.17750733296031224
1771.1451598618369,0.5187179207407115,0.1764980293436136
1768.1697612732096,0.5180119738356033,0.17549582265145877
1765.2043428369673,0.5173088483220827,0.174500651732189
1762.248854423687,0.5166085345770081,0.17351245605377147
1759.3032462391132,0.5159110229724686,0.17253117569673296
1756.3674688213598,0.5152163038776388,0.17155675134717924
1753.441473038141,0.5145243676605515,0.17058912428989892
1750.5252100840337,0.513835204689796,0.16962823640155084
1747.6186314777594,0.5131488053361434,0.16867403014393406
1744.721689059501,0.5124651599740998,0.16772644855733967
1741.8343349882414,0.5117842589833924,0.16678543525398334
1738.9565217391303,0.5111060927503884,0.16585093441151774
1736.0882021008767,0.5104306516694511,0.16492289076662386
1733.229329173167,0.5097579261442355,0.16400124960868048
1730.3798563641085,0.5090879065889227,0.16308595677351068
1727.5397373876986,0.5084205834293978,0.1621769586372047
1724.7089262613197,0.5077559471043743,0.16127420211001797
1721.8873773032549,0.507093988066464,0.1603776346303439
1719.075045130233,0.5064346967831952,0.15948720415875978
1716.271884654995,0.5057780637379831,0.1586028591721458
1713.4778510838833,0.5051240794310518,0.15772454865787583
1710.692899914457,0.5044727343803098,0.15685222210807886
1707.9169869331283,0.5038240191221837,0.1559858295139709
1705.1500682128242,0.5031779242124067,0.15512532136025586
1702.392100110667,0.502534440226767,0.15427064861959533
1699.6430392656807,0.501893557761818,0.15342176274714514
1696.9028425965212,0.5012552674355487,0.15257861567515946
1694.171467299221,0.5006195598880184,0.1517411598076604
1691.4488708449633,0.4999864257819571,0.15090934801517286
1688.7350109778752,0.49935585580333025,0.15008313362952364
1686.0298457128404,0.4987278406618716,0.14926247043870416
1683.3333333333335,0.49810237109158595,0.14844731268179587
1680.6454323892763,0.49747943785121895,0.14763761504395756
1677.966101694915,0.496859031724702,0.14683333265147394
1675.2953003267153,0.4962411435215646,0.14603442106686448
1672.6329876212778,0.4956257640773244,0.14524083628405213
