temperature,internal energy,partition function,free energy,chemical entropy,q variance 1,q variance 2,q avg 1,q avg 2,q square avg 1,q square avg 2,state 1 pop,state 2 pop
10000.0,1.3217880628605572,37.053864084948465,-3.112901889900171,0.00044346899527607274,7.36321729090262,2.9013972818846643,-1.3181073952247526,0.0,9.100624396248802,2.9013972818846643,0.6848286387266008,0.3151713612733992
9678.355969932576,1.2589341432324381,35.25554787432257,-2.971285173223241,0.0004370803605072556,7.196033735553137,2.810424043065285,-1.3388797910004093,0.0,8.988632830302437,2.810424043065285,0.6903682688903854,0.3096317311096146
8877.529763693561,1.103291328043057,31.03527680364544,-2.6278919841020123,0.00042029521854204216,6.767523433154329,2.5878962257867633,-1.3959477202365014,0.0,8.716193470787815,2.5878962257867633,0.7056001465068263,0.29439985349317366
8027.831475239743,0.9391052890824609,26.956490962068994,-2.278894806013872,0.00040085546202877037,6.288155639483601,2.357200636228946,-1.4661348373425058,0.0,8.437707000752937,2.357200636228946,0.7243808904113919,0.27561910958860814
7096.451407657312,0.7596735885058833,22.960648471403836,-1.9163855087215405,0.00037709820634294276,5.722475565767866,2.109429914474525,-1.5569300027294977,0.0,8.14650659916714,2.109429914474525,0.7487711806931316,0.25122881930686836
6127.60526681678,0.5729426791306417,19.349772953478368,-1.564402552449255,0.0003488059590186727,5.072047857108172,1.8556457127667156,-1.6703912152324663,0.0,7.862254669033968,1.8556457127667156,0.779397543862912,0.22060245613708795
5125.861920392299,0.3791922466756892,16.258262333436345,-1.2317603115507858,0.00031427935111119485,4.307589513858761,1.5952218003611602,-1.8127910360175614,0.0,7.593800854124384,1.5952218003611602,0.818034762952853,0.18196523704714698
4056.7500335353984,0.17167782342565763,13.861915583053218,-0.9191062255413218,0.00026888125715164595,3.3560885765426884,1.316370688822833,-1.997093866780174,0.0,7.344472489273676,1.316370688822833,0.8683151061457499,0.13168489385425008
3270.990908936892,0.01987792542435488,13.029367019293518,-0.7236239178466762,0.0002273017149756241,2.5606644320726293,1.1091064734167704,-2.1515923527392724,0.0,7.190014084438747,1.1091064734167704,0.9106755307380997,0.08932446926190023
2560.2130329333722,-0.11391776824072074,13.728132750461292,-0.5779079166622144,0.00018123107040427628,1.8050387196329813,0.9208243071640856,-2.2938886768021307,0.0,7.066963981194012,0.9208243071640856,0.9498541856569543,0.05014581434304568
2115.6136920295876,-0.19326001510676466,15.93597896299255,-0.5047382737113482,0.00014722832423426545,1.3568366895125914,0.8052691139708121,-2.373422656719099,0.0,6.989971796940137,0.8052691139708121,0.9717963903028881,0.028203609697111855
1824.0159009346069,-0.24186509324852218,19.31101599062158,-0.4653635346396358,0.0001225309720581906,1.0966066337989,0.732611097206996,-2.4162023693644206,0.0,6.93464052352114,0.732611097206996,0.9835699396737292,0.016430060326270843
1591.1361813226774,-0.2777638629578949,24.62112284892146,-0.4392574803167251,0.00010149578600153762,0.9186854134365285,0.6779603927764678,-2.4427676627617503,0.0,6.8857992676710325,0.6779603927764678,0.990818406350095,0.009181593649905001
1398.3948425984868,-0.3049078055947737,33.02533300228157,-0.42143682124389537,8.333055307368577e-05,0.7958562527991777,0.6361879117582928,-2.458888410643264,0.0,6.841988468794933,0.6361879117582928,0.9951355036954717,0.004864496304528444
1244.6457288693464,-0.3245154796444562,45.624660200180514,-0.4097632222110775,6.849157201066489e-05,0.7148242382334535,0.605952847013339,-2.46791488731396,0.0,6.8054281292593295,0.605952847013339,0.9974691162666228,0.0025308837333772385
1120.7628975003254,-0.3387642857217817,64.23925292103664,-0.4020247778498907,5.6444134855999425e-05,0.660296955818521,0.5841355430510277,-2.47294184989874,0.0,6.7757383487991225,0.5841355430510277,0.998693338877596,0.001306661122403913
1017.8602880210035,-0.349403773544025,92.11821784102216,-0.39672962384238153,4.649542855274451e-05,0.6218667228663763,0.5680929359031579,-2.475839006864283,0.0,6.751645510777096,0.5680929359031579,0.9993344616715627,0.0006655383284373055
930.9403945684968,-0.35744943707556376,134.22218772250466,-0.3930485692782271,3.82399694012247e-05,0.5938925427733963,0.5562352328462369,-2.4775719999812327,0.0,6.732255557864401,0.5562352328462369,0.99966563908331,0.0003343609166900203
856.7500004530718,-0.3635697974771137,198.1060627915774,-0.3904670185630246,3.139448038714557e-05,0.5730400701805252,0.5474754639339535,-2.4786605120959533,0.0,6.716798004404299,0.5474754639339535,0.9998339145609306,0.00016608543906943457
792.6641384694614,-0.368258534593823,295.7835538076233,-0.3886386309712851,2.5710884835554158e-05,0.5571574244579818,0.5409934525484635,-2.4793883447153515,0.0,6.7045239883683125,0.5409934525484635,0.9999184268292007,8.157317079930684e-05
736.6198948895142,-0.3718752187214293,446.7141756601887,-0.3873314562692223,2.0982650149723754e-05,0.5448443308816913,0.536185216554501,-2.4799074790711613,0.0,6.694785435634773,0.536185216554501,0.9999604500320624,3.9549967937681555e-05
687.0598849176359,-0.37467891718351315,682.7809670147586,-0.38639023083534435,1.7045550044353327e-05,0.5351776738701766,0.5326133088506018,-2.480298965456331,0.0,6.687060631913924,0.5326133088506018,0.9999811118709708,1.8888129029223388e-05
642.7979985444213,-0.3768591819354227,1057.0747783109057,-0.3857092566925254,1.3768049647234714e-05,0.5275263224598987,0.5299583834007966,-2.4806068445471627,0.0,6.6809366396741305,0.5299583834007966,0.9999911366354131,8.863364586893673e-06
602.9182931368335,-0.3785570450610212,1659.605727790927,-0.38521534111601663,1.1043446733642714e-05,0.5214422364747477,0.5279851101122001,-2.4808558931795126,0.0,6.676088199198265,0.5279851101122001,0.9999959244944289,4.075505571126639e-06
